,ID
Karnataka Restaurant,54135bf5e4b08f3d2429dfeb
Kebab Restaurant,5283c7b4e4b094cb91ec88d7
Kerala Restaurant,54135bf5e4b08f3d2429dfed
Kids Store,4bf58dd8d48988d105951735
Kingdom Hall,5744ccdfe4b0c0459246b4ac
Kitchen Supply Store,58daa1558bbb0b01f18ec1b4
Knitting Store,52f2ab2ebcbc57f1066b8b25
Kofte Place,5283c7b4e4b094cb91ec88db
Kokoreç Restaurant,5283c7b4e4b094cb91ec88d6
Korean Restaurant,4bf58dd8d48988d113941735
Kosher Restaurant,52e81612bcbc57f1066b79fc
Kumpir Restaurant,56aa371be4b08b9a8d573535
Kumru Restaurant,56aa371be4b08b9a8d5734bd
Kurdish Restaurant,5744ccdfe4b0c0459246b4ca
Kuruyemişçi,58daa1558bbb0b01f18ec1e8
Kushikatsu Restaurant,55a59bace4b013909087cb06
Laboratory,5744ccdfe4b0c0459246b4d6
Labour Canteen,57558b36e4b065ecebd306b2
Lake,4bf58dd8d48988d161941735
Language School,52e81612bcbc57f1066b7a48
Laser Tag,52e81612bcbc57f1066b79e6
Latin American Restaurant,4bf58dd8d48988d1be941735
Laundromat,52f2ab2ebcbc57f1066b8b33
Laundry Service,4bf58dd8d48988d1fc941735
Law School,4bf58dd8d48988d1a6941735
Lawyer,52f2ab2ebcbc57f1066b8b3f
Leather Goods Store,52f2ab2ebcbc57f1066b8b2b
Lebanese Restaurant,58daa1558bbb0b01f18ec1cd
Library,4bf58dd8d48988d12f941735
Light Rail Station,4bf58dd8d48988d1fc931735
Lighthouse,4bf58dd8d48988d15d941735
Lighting Store,55888a5a498e782e3303b43a
Ligurian Restaurant,55a5a1ebe4b013909087cb98
Line / Queue,58daa1558bbb0b01f18ec1fa
Lingerie Store,4bf58dd8d48988d109951735
Liquor Store,4bf58dd8d48988d186941735
Locksmith,52f2ab2ebcbc57f1066b8b1e
Lombard Restaurant,55a5a1ebe4b013909087cbbf
Lottery Retailer,52f2ab2ebcbc57f1066b8b38
Lounge,4bf58dd8d48988d121941735
Luggage Store,52f2ab2ebcbc57f1066b8b29
Lyonese Bouchon,57558b35e4b065ecebd306ad
Mac & Cheese Joint,4bf58dd8d48988d1bf941735
Macanese Restaurant,52af3b343cf9994f4e043bfc
Magirio,53d6c1b0e4b02351e88a83e4
Maharashtrian Restaurant,54135bf5e4b08f3d2429dfee
Malay Restaurant,4bf58dd8d48988d156941735
Malga,55a5a1ebe4b013909087cb79
Mamak Restaurant,5ae9595eb77c77002c2f9f26
Manadonese Restaurant,52960eda3cf9994f4e043ac8
Manchu Restaurant,52af3b3b3cf9994f4e043bfd
Manti Place,5283c7b4e4b094cb91ec88d5
Marche Restaurant,55a5a1ebe4b013909087cbb0
Marijuana Dispensary,52c71aaf3cf9994f4e043d17
Market,50be8ee891d4fa8dcc7199a7
Martial Arts Dojo,4bf58dd8d48988d101941735
Massage Studio,52f2ab2ebcbc57f1066b8b3c
Maternity Clinic,56aa371be4b08b9a8d5734ff
Mattress Store,52f2ab2ebcbc57f1066b8b27
Meadery,5e189d71eee47d000759b7e2
Medical Center,4bf58dd8d48988d104941735
Medical Lab,4f4531b14b9074f6e4fb0103
Medical School,4bf58dd8d48988d1b3941735
Medical Supply Store,58daa1558bbb0b01f18ec206
Mediterranean Restaurant,4bf58dd8d48988d1c0941735
Meeting Room,4bf58dd8d48988d100941735
Memorial Site,5642206c498e4bfca532186c
Men's Store,4bf58dd8d48988d106951735
Mental Health Office,52e81612bcbc57f1066b7a39
Metro Station,4bf58dd8d48988d1fd931735
Mexican Restaurant,4bf58dd8d48988d1c1941735
Meyhane,5283c7b4e4b094cb91ec88da
Meze Restaurant,53d6c1b0e4b02351e88a83da
Middle Eastern Restaurant,4bf58dd8d48988d115941735
Middle School,4f4533814b9074f6e4fb0106
Military Base,4e52adeebd41615f56317744
Mineiro Restaurant,52939aed3cf9994f4e043a3c
Mini Golf,52e81612bcbc57f1066b79eb
Miscellaneous Shop,4bf58dd8d48988d1ff941735
Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc
Mobility Store,56aa371be4b08b9a8d57354a
Modern European Restaurant,52e81612bcbc57f1066b79f9
Modern Greek Restaurant,53d6c1b0e4b02351e88a83d4
Molecular Gastronomy Restaurant,4bf58dd8d48988d1c2941735
Molise Restaurant,55a5a1ebe4b013909087cbb3
Monastery,52e81612bcbc57f1066b7a40
Mongolian Restaurant,4eb1d5724b900d56c88a45fe
Monjayaki Restaurant,55a59bace4b013909087cb1b
Monument / Landmark,4bf58dd8d48988d12d941735
Moroccan Restaurant,4bf58dd8d48988d1c3941735
Mosque,4bf58dd8d48988d138941735
Motel,4bf58dd8d48988d1fb931735
Motorcycle Shop,5032833091d4c4b30a586d60
Motorsports Shop,59d79d6b2e268052fa2a3332
Mountain,4eb1d4d54b900d56c88a45fc
Mountain Hut,55a5a1ebe4b013909087cb77
Movie Theater,4bf58dd8d48988d17f941735
Moving Target,4f2a23984b9023bd5841ed2c
Mughlai Restaurant,54135bf5e4b08f3d2429dff4
Multicuisine Indian Restaurant,54135bf5e4b08f3d2429dfe0
Multiplex,4bf58dd8d48988d180941735
Museum,4bf58dd8d48988d181941735
Music Festival,5267e4d9e4b0ec79466e48d1
Music School,4f04b10d2fb6e1c99f3db0be
Music Store,4bf58dd8d48988d1fe941735
Music Venue,4bf58dd8d48988d1e5931735
Nabe Restaurant,55a59bace4b013909087cb1e
Nail Salon,4f04aa0c2fb6e1c99f3db0b8
National Park,52e81612bcbc57f1066b7a21
Nature Preserve,52e81612bcbc57f1066b7a13
Neighborhood,4f2a25ac4b909258e854f55f
New American Restaurant,4bf58dd8d48988d157941735
Newsstand,4f04ad622fb6e1c99f3db0b9
Night Market,53e510b7498ebcb1801b55d4
Nightclub,4bf58dd8d48988d11f941735
Nightlife Spot,4d4b7105d754a06376d81259
Non-Profit,50328a8e91d4c4b30a586d6c
Noodle House,4bf58dd8d48988d1d1941735
Norman Restaurant,57558b36e4b065ecebd306d4
North Indian Restaurant,54135bf5e4b08f3d2429dfdd
Northeast Indian Restaurant,54135bf5e4b08f3d2429dff6
Northeastern Brazilian Restaurant,52939aae3cf9994f4e043a37
Northern Brazilian Restaurant,52939ab93cf9994f4e043a38
Notary,5ae95d208a6f17002ce792b2
Nudist Beach,52e81612bcbc57f1066b7a30
Nursery School,4f4533814b9074f6e4fb0107
Nutritionist,58daa1558bbb0b01f18ec1d0
Observatory,5744ccdfe4b0c0459246b4d9
Office,4bf58dd8d48988d124941735
Okonomiyaki Restaurant,55a59bace4b013909087cb18
Opera House,4bf58dd8d48988d136941735
Optical Shop,4d954afda243a5684865b473
Organic Grocery,52f2ab2ebcbc57f1066b8b45
Other Event,5267e4d9e4b0ec79466e48c8
Other Great Outdoors,4bf58dd8d48988d162941735
Other Nightlife,4bf58dd8d48988d11a941735
Other Repair Shop,52f2ab2ebcbc57f1066b8b2f
Outdoor Event Space,56aa371be4b08b9a8d57356a
Outdoor Gym,58daa1558bbb0b01f18ec203
Outdoor Sculpture,52e81612bcbc57f1066b79ed
Outdoor Supply Store,52f2ab2ebcbc57f1066b8b22
Outdoors & Recreation,4d4b7105d754a06377d81259
Outlet Mall,5744ccdfe4b0c0459246b4df
Outlet Store,52f2ab2ebcbc57f1066b8b35
Ouzeri,53d6c1b0e4b02351e88a83dc
Pachinko Parlor,5744ccdfe4b0c0459246b4b8
Padangnese Restaurant,52960eda3cf9994f4e043ac5
Paella Restaurant,4bf58dd8d48988d14d941735
Paintball Field,5032829591d4c4b30a586d5e
Pakistani Restaurant,52e81612bcbc57f1066b79f8
Palace,52e81612bcbc57f1066b7a14
Palatine Restaurant,56aa371ce4b08b9a8d573578
Paper / Office Supplies Store,4bf58dd8d48988d121951735
Parade,52741d85e4b0d5d1e3c6a6d9
Park,4bf58dd8d48988d163941735
Parking,4c38df4de52ce0d596b336e1
Parsi Restaurant,54135bf5e4b08f3d2429dfef
Pastelaria,5294cbda3cf9994f4e043a63
Pastry Shop,5744ccdfe4b0c0459246b4e2
Patsa Restaurant,53d6c1b0e4b02351e88a83e0
Pawn Shop,52f2ab2ebcbc57f1066b8b34
Pedestrian Plaza,52e81612bcbc57f1066b7a25
Peking Duck Restaurant,52af3b463cf9994f4e043bfe
Pelmeni House,52e928d0bcbc57f1066b7e9c
Performing Arts Venue,4bf58dd8d48988d1f2931735
Perfume Shop,52f2ab2ebcbc57f1066b8b23
Persian Restaurant,52e81612bcbc57f1066b79f7
Peruvian Restaurant,4eb1bfa43b7b52c0e1adc2e8
Pet Café,56aa371be4b08b9a8d573508
Pet Service,5032897c91d4c4b30a586d69
Pet Store,4bf58dd8d48988d100951735
Pharmacy,4bf58dd8d48988d10f951735
Photography Lab,4eb1bdde3b7b55596b4a7490
Photography Studio,554a5e17498efabeda6cc559
Physical Therapist,5744ccdfe4b0c0459246b4af
Piadineria,55a5a1ebe4b013909087cb74
Piano Bar,4bf58dd8d48988d1e8931735
Pide Place,530faca9bcbc57f1066bc2f2
Pie Shop,52e81612bcbc57f1066b7a0a
Piedmontese Restaurant,55a5a1ebe4b013909087cbaa
Pier,4e74f6cabd41c4836eac4c31
Piercing Parlor,52f2ab2ebcbc57f1066b8b20
Pilates Studio,5744ccdfe4b0c0459246b4b2
Pilavcı,58daa1558bbb0b01f18ec1df
Pizza Place,4bf58dd8d48988d1ca941735
Plane,4bf58dd8d48988d1f7931735
Planetarium,4bf58dd8d48988d192941735
Platform,4f4531504b9074f6e4fb0102
Playground,4bf58dd8d48988d1e7941735
Plaza,4bf58dd8d48988d164941735
Poke Place,5bae9231bedf3950379f89d4
Police Station,4bf58dd8d48988d12e941735
Polish Restaurant,52e81612bcbc57f1066b7a04
Pool,4bf58dd8d48988d15e941735
Pool Hall,4bf58dd8d48988d1e3931735
Pop-Up Shop,52f2ab2ebcbc57f1066b8b3d
Port,56aa371be4b08b9a8d57353e
Portuguese Restaurant,4def73e84765ae376e57713a
Post Office,4bf58dd8d48988d172941735
Poutine Place,56aa371be4b08b9a8d5734c7
Power Plant,58daa1548bbb0b01f18ec1a9
Prayer Room,52e81612bcbc57f1066b7a41
Preschool,52e81612bcbc57f1066b7a45
Print Shop,52f2ab2ebcbc57f1066b8b28
Prison,5310b8e5bcbc57f1066bcbf1
Private School,52e81612bcbc57f1066b7a46
Professional & Other Places,4d4b7105d754a06375d81259
Provençal Restaurant,57558b36e4b065ecebd306d7
Pub,4bf58dd8d48988d11b941735
Public Art,507c8c4091d498d9fc8c67a9
Public Bathroom,5744ccdfe4b0c0459246b4c4
Puglia Restaurant,55a5a1ebe4b013909087cb83
Punjabi Restaurant,54135bf5e4b08f3d2429dff0
RV Park,52f2ab2ebcbc57f1066b8b53
Racecourse,56aa371be4b08b9a8d573514
Racetrack,4bf58dd8d48988d1f4931735
Radio Station,5032856091d4c4b30a586d63
Rafting,52e81612bcbc57f1066b7a29
Rajasthani Restaurant,54135bf5e4b08f3d2429dff1
Ramen Restaurant,55a59bace4b013909087cb24
Real Estate Office,5032885091d4c4b30a586d66
Record Shop,4bf58dd8d48988d10d951735
Recording Studio,52f2ab2ebcbc57f1066b8b37
Recreation Center,52e81612bcbc57f1066b7a26
Recruiting Agency,52f2ab2ebcbc57f1066b8b57
Recycling Facility,4f4531084b9074f6e4fb0101
Rehab Center,56aa371be4b08b9a8d57351d
Religious School,52e81612bcbc57f1066b7a47
Rental Car Location,4bf58dd8d48988d1ef941735
Rental Service,56aa371be4b08b9a8d573552
Research Station,58daa1558bbb0b01f18ec1b2
Reservoir,56aa371be4b08b9a8d573541
Residence,4e67e38e036454776db1fb3a
Residential Building (Apartment / Condo),4d954b06a243a5684965b473
Resort,4bf58dd8d48988d12f951735
Rest Area,4d954b16a243a5684b65b473
Restaurant,4bf58dd8d48988d1c4941735
Rhenisch Restaurant,56aa371ce4b08b9a8d57357b
River,4eb1d4dd4b900d56c88a45fd
Road,4bf58dd8d48988d1f9931735
Rock Climbing Spot,50328a4b91d4c4b30a586d6b
Rock Club,4bf58dd8d48988d1e9931735
Roller Rink,52e81612bcbc57f1066b79e9
Romagna Restaurant,55a5a1ebe4b013909087cb8c
Roman Restaurant,55a5a1ebe4b013909087cb92
Romanian Restaurant,52960bac3cf9994f4e043ac4
Roof Deck,4bf58dd8d48988d133951735
Rugby Pitch,52e81612bcbc57f1066b7a2c
Rugby Stadium,56aa371be4b08b9a8d573556
Russian Restaurant,5293a7563cf9994f4e043a44
Sake Bar,4bf58dd8d48988d11c941735
Salad Place,4bf58dd8d48988d1bd941735
Salon / Barbershop,4bf58dd8d48988d110951735
Salsa Club,52e81612bcbc57f1066b79ec
Salvadoran Restaurant,5745c7ac498e5d0483112fdb
Samba School,56aa371be4b08b9a8d5734f9
Samgyetang Restaurant,56aa371be4b08b9a8d5734ea
Sandwich Place,4bf58dd8d48988d1c5941735
Sardinian Restaurant,55a5a1ebe4b013909087cb8f
Satay Restaurant,56aa371be4b08b9a8d57350e
Sauna / Steam Room,58daa1558bbb0b01f18ec1ae
Sausage Shop,56aa371be4b08b9a8d573564
Savoyard Restaurant,57558b36e4b065ecebd306da
Scandinavian Restaurant,4bf58dd8d48988d1c6941735
Scenic Lookout,4bf58dd8d48988d165941735
Schnitzel Restaurant,56aa371ce4b08b9a8d573587
School,4bf58dd8d48988d13b941735
Science Museum,4bf58dd8d48988d191941735
Scottish Restaurant,5744ccdde4b0c0459246b4a3
Sculpture Garden,4bf58dd8d48988d166941735
Seafood Restaurant,4bf58dd8d48988d1ce941735
Shaanxi Restaurant,52af3b633cf9994f4e043c01
Shabu-Shabu Restaurant,55a59bace4b013909087cb15
Shandong Restaurant,52af3b513cf9994f4e043bff
Shanghai Restaurant,52af3b593cf9994f4e043c00
Shanxi Restaurant,52af3b6e3cf9994f4e043c02
Shawarma Place,5bae9231bedf3950379f89e4
Shipping Store,52f2ab2ebcbc57f1066b8b1f
Shoe Repair,52f2ab2ebcbc57f1066b8b39
Shoe Store,4bf58dd8d48988d107951735
Shop & Service,4d4b7105d754a06378d81259
Shopping Mall,4bf58dd8d48988d1fd941735
Shopping Plaza,5744ccdfe4b0c0459246b4dc
Shrine,4eb1d80a4b900d56c88a45ff
Sicilian Restaurant,55a5a1ebe4b013909087cb86
Sikh Temple,5bae9231bedf3950379f89c9
Silesian Restaurant,56aa371ce4b08b9a8d57357f
Skate Park,4bf58dd8d48988d167941735
Skate Shop,5bae9231bedf3950379f89d2
Skating Rink,4bf58dd8d48988d168941735
Ski Area,4bf58dd8d48988d1e9941735
Ski Chairlift,4eb1c0ed3b7b52c0e1adc2ea
Ski Chalet,4bf58dd8d48988d1ec941735
Ski Lodge,4bf58dd8d48988d1eb941735
Ski Shop,56aa371be4b08b9a8d573566
Ski Trail,4eb1c0f63b7b52c0e1adc2eb
Skydiving Drop Zone,58daa1558bbb0b01f18ec1b9
Slovak Restaurant,56aa371be4b08b9a8d57355a
Smoke Shop,4bf58dd8d48988d123951735
Smoothie Shop,52f2ab2ebcbc57f1066b8b41
Snack Place,4bf58dd8d48988d1c7941735
Soba Restaurant,55a59bace4b013909087cb27
Soccer Field,4cce455aebf7b749d5e191f5
Soccer Stadium,4bf58dd8d48988d188941735
Social Club,52e81612bcbc57f1066b7a33
Som Tum Restaurant,56aa371be4b08b9a8d573502
Sorority House,4bf58dd8d48988d141941735
Soup Place,4bf58dd8d48988d1dd931735
South American Restaurant,4bf58dd8d48988d1cd941735
South Indian Restaurant,54135bf5e4b08f3d2429dfde
South Tyrolean Restaurant,55a5a1ebe4b013909087cbb9
Southeastern Brazilian Restaurant,52939ac53cf9994f4e043a39
Southern / Soul Food Restaurant,4bf58dd8d48988d14f941735
Southern Brazilian Restaurant,52939ad03cf9994f4e043a3a
Southwestern French Restaurant,57558b36e4b065ecebd306ba
Souvenir Shop,52f2ab2ebcbc57f1066b8b1b
Souvlaki Shop,52e81612bcbc57f1066b79f3
Spa,4bf58dd8d48988d1ed941735
Spanish Restaurant,4bf58dd8d48988d150941735
Speakeasy,4bf58dd8d48988d1d4941735
Spiritual Center,4bf58dd8d48988d131941735
Sporting Event,5bae9231bedf3950379f89c5
Sporting Goods Shop,4bf58dd8d48988d1f2941735
Sports Bar,4bf58dd8d48988d11d941735
Sports Club,52e81612bcbc57f1066b7a2e
Squash Court,52e81612bcbc57f1066b7a2d
Sri Lankan Restaurant,5413605de4b0ae91d18581a9
Stables,4eb1baf03b7b2c5b1d4306ca
Stadium,4bf58dd8d48988d184941735
State,530e33ccbcbc57f1066bbff8
State / Provincial Park,5bae9231bedf3950379f89d0
States & Municipalities,530e33ccbcbc57f1066bbfe4
Stationery Store,52f2ab2ebcbc57f1066b8b21
Steakhouse,4bf58dd8d48988d1cc941735
Stoop Sale,52f2ab2ebcbc57f1066b8b54
Storage Facility,4f04b1572fb6e1c99f3db0bf
Street Art,52e81612bcbc57f1066b79ee
Street Fair,5267e4d8e4b0ec79466e48c5
Street Food Gathering,53e0feef498e5aac066fd8a9
Strip Club,4bf58dd8d48988d1d6941735
Student Center,4bf58dd8d48988d1ab941735
Sukiyaki Restaurant,55a59bace4b013909087cb12
Summer Camp,52e81612bcbc57f1066b7a10
Sundanese Restaurant,52960eda3cf9994f4e043ac6
Supermarket,52f2ab2ebcbc57f1066b8b46
Supplement Shop,5744ccdfe4b0c0459246b4cd
Surf Spot,4bf58dd8d48988d1e3941735
Sushi Restaurant,4bf58dd8d48988d1d2941735
Swabian Restaurant,56aa371ce4b08b9a8d573576
Swim School,52e81612bcbc57f1066b7a44
Swiss Restaurant,4bf58dd8d48988d158941735
Synagogue,4bf58dd8d48988d139941735
Syrian Restaurant,5bae9231bedf3950379f89da
Szechuan Restaurant,52af3b773cf9994f4e043c03
Söğüş Place,58daa1558bbb0b01f18ec1dc
TV Station,52e81612bcbc57f1066b7a31
Tabbakhi,5744ccdfe4b0c0459246b4a8
Taco Place,4bf58dd8d48988d151941735
Tailor Shop,5032781d91d4c4b30a586d5b
Taiwanese Restaurant,52af3b813cf9994f4e043c04
Takoyaki Place,55a59bace4b013909087cb2d
Tanning Salon,4d1cf8421a97d635ce361c31
Tantuni Restaurant,56aa371be4b08b9a8d5734bf
Tapas Restaurant,4bf58dd8d48988d1db931735
Tapiocaria,52939a7d3cf9994f4e043a34
Tatar Restaurant,52e928d0bcbc57f1066b7e98
Tattoo Parlor,4bf58dd8d48988d1de931735
Taverna,53d6c1b0e4b02351e88a83d2
Taxi,4bf58dd8d48988d130951735
Taxi Stand,53fca564498e1a175f32528b
Tea Room,4bf58dd8d48988d1dc931735
Tech Startup,4bf58dd8d48988d125941735
Temple,4bf58dd8d48988d13a941735
Tempura Restaurant,55a59a31e4b013909087cb00
Tennis Court,4e39a956bd410d7aed40cbc3
Tennis Stadium,4e39a891bd410d7aed40cbc2
Terreiro,56aa371be4b08b9a8d5734f6
Tex-Mex Restaurant,56aa371ae4b08b9a8d5734ba
Thai Restaurant,4bf58dd8d48988d149941735
Theater,4bf58dd8d48988d137941735
Theme Park,4bf58dd8d48988d182941735
Theme Park Ride / Attraction,5109983191d435c0d71c2bb1
Theme Restaurant,56aa371be4b08b9a8d573538
Thrift / Vintage Store,4bf58dd8d48988d101951735
Tianjin Restaurant,52af3b893cf9994f4e043c05
Tibetan Restaurant,52af39fb3cf9994f4e043be9
Tiki Bar,56aa371be4b08b9a8d57354d
Toll Booth,52f2ab2ebcbc57f1066b8b4d
Toll Plaza,52f2ab2ebcbc57f1066b8b4e
Tonkatsu Restaurant,55a59af1e4b013909087cb03
Tour Provider,56aa371be4b08b9a8d573520
Tourist Information Center,4f4530164b9074f6e4fb00ff
Town,530e33ccbcbc57f1066bbff3
Town Hall,52e81612bcbc57f1066b7a38
Toy / Game Store,4bf58dd8d48988d1f3941735
Track,4bf58dd8d48988d106941735
Track Stadium,4bf58dd8d48988d187941735
Trade Fair,5bae9231bedf3950379f89c3
Trade School,4bf58dd8d48988d1ad941735
Trail,4bf58dd8d48988d159941735
Trailer Park,52f2ab2ebcbc57f1066b8b55
Train,4bf58dd8d48988d12a951735
Train Station,4bf58dd8d48988d129951735
Tram Station,52f2ab2ebcbc57f1066b8b51
Transportation Service,54541b70498ea6ccd0204bff
Trattoria/Osteria,55a5a1ebe4b013909087cb7f
Travel & Transport,4d4b7105d754a06379d81259
Travel Agency,4f04b08c2fb6e1c99f3db0bd
Travel Lounge,4f04b25d2fb6e1c99f3db0c0
Tree,52e81612bcbc57f1066b7a24
Trentino Restaurant,55a5a1ebe4b013909087cbbc
Truck Stop,57558b36e4b065ecebd306dd
Tsipouro Restaurant,53d6c1b0e4b02351e88a83de
Tunnel,52f2ab2ebcbc57f1066b8b4a
Turkish Coffeehouse,56aa371be4b08b9a8d5734c1
Turkish Home Cooking Restaurant,5283c7b4e4b094cb91ec88d4
Turkish Restaurant,4f04af1f2fb6e1c99f3db0bb
Turşucu,58daa1558bbb0b01f18ec1e5
Tuscan Restaurant,55a5a1ebe4b013909087cb9e
Udon Restaurant,55a59bace4b013909087cb2a
Udupi Restaurant,54135bf5e4b08f3d2429dfec
Ukrainian Restaurant,52e928d0bcbc57f1066b7e96
Umbrian Restaurant,55a5a1ebe4b013909087cbc2
Unagi Restaurant,55a59bace4b013909087cb0f
University,4bf58dd8d48988d1ae941735
Urgent Care Center,56aa371be4b08b9a8d573526
Used Bookstore,52f2ab2ebcbc57f1066b8b30
Vacation Rental,56aa371be4b08b9a8d5734e1
Vape Store,56aa371be4b08b9a8d57355c
Varenyky restaurant,52e928d0bcbc57f1066b7e9a
Vegetarian / Vegan Restaurant,4bf58dd8d48988d1d3941735
Veneto Restaurant,55a5a1ebe4b013909087cbad
Venezuelan Restaurant,56aa371be4b08b9a8d573558
Veterinarian,4d954af4a243a5684765b473
Video Game Store,4bf58dd8d48988d10b951735
Video Store,4bf58dd8d48988d126951735
Vietnamese Restaurant,4bf58dd8d48988d14a941735
Village,530e33ccbcbc57f1066bbff9
Vineyard,4bf58dd8d48988d1de941735
Volcano,5032848691d4c4b30a586d61
Volleyball Court,4eb1bf013b7b6f98df247e07
Voting Booth,4cae28ecbf23941eb1190695
Wagashi Place,55a59bace4b013909087cb33
Warehouse,52e81612bcbc57f1066b7a36
Warehouse Store,52e816a6bcbc57f1066b7a54
Waste Facility,58daa1558bbb0b01f18ec1ac
Watch Shop,52f2ab2ebcbc57f1066b8b2e
Water Park,4bf58dd8d48988d193941735
Waterfall,56aa371be4b08b9a8d573560
Waterfront,56aa371be4b08b9a8d5734c3
Wedding Hall,56aa371be4b08b9a8d5734c5
Weight Loss Center,590a0744340a5803fd8508c3
Well,4fbc1be21983fc883593e321
West-Ukrainian Restaurant,52e928d0bcbc57f1066b7e9b
Whisky Bar,4bf58dd8d48988d122941735
Windmill,5bae9231bedf3950379f89c7
Wine Bar,4bf58dd8d48988d123941735
Wine Shop,4bf58dd8d48988d119951735
Winery,4bf58dd8d48988d14b941735
Wings Joint,4bf58dd8d48988d14c941735
Women's Store,4bf58dd8d48988d108951735
Xinjiang Restaurant,52af3b913cf9994f4e043c06
Yakitori Restaurant,55a59bace4b013909087cb09
Yemeni Restaurant,5bae9231bedf3950379f89ea
Yoga Studio,4bf58dd8d48988d102941735
Yoshoku Restaurant,55a59bace4b013909087cb36
Yucatecan Restaurant,5744ccdfe4b0c0459246b4d3
Yunnan Restaurant,52af3b9a3cf9994f4e043c07
Zhejiang Restaurant,52af3ba23cf9994f4e043c08
Zoo,4bf58dd8d48988d17b941735
Zoo Exhibit,58daa1558bbb0b01f18ec1fd
Çöp Şiş Place,58daa1558bbb0b01f18ec1e2
